X,
29.07.2015,5319
30.07.2015,5253.5
31.07.2015,5221
03.08.2015,5211
04.08.2015,5230.25
05.08.2015,5172
06.08.2015,5178
07.08.2015,5166
10.08.2015,5298.25
11.08.2015,5111.75
12.08.2015,5177.75
13.08.2015,5178
14.08.2015,5157.75
17.08.2015,5107.25
18.08.2015,5037
19.08.2015,4998.5
20.08.2015,5125.5
21.08.2015,5063.25
24.08.2015,4965.5
25.08.2015,5092
26.08.2015,4961
27.08.2015,5168
28.08.2015,5147
01.09.2015,5084.75
02.09.2015,5139
03.09.2015,5265.5
04.09.2015,5134.25
07.09.2015,5166
08.09.2015,5365.5
09.09.2015,5381.75
10.09.2015,5417
11.09.2015,5390.5
14.09.2015,5330.5
15.09.2015,5357.25
16.09.2015,5389
17.09.2015,5405
18.09.2015,5271
21.09.2015,5283
22.09.2015,5093.25
23.09.2015,5072
24.09.2015,5066
25.09.2015,5040.5
28.09.2015,4982
29.09.2015,4988.25
30.09.2015,5179
01.10.2015,5111.5
02.10.2015,5114.25
05.10.2015,5191.5
06.10.2015,5198
07.10.2015,5200.5
08.10.2015,5150.5
09.10.2015,5313.25
12.10.2015,5331.75
13.10.2015,5290.25
14.10.2015,5319.5
15.10.2015,5325.5
16.10.2015,5304.25
19.10.2015,5208.5
20.10.2015,5209.25
21.10.2015,5186.75
22.10.2015,5246.5
23.10.2015,5188.25
26.10.2015,5207.5
27.10.2015,5236
28.10.2015,5218.75
29.10.2015,5147
30.10.2015,5131
02.11.2015,5142.75
03.11.2015,5144.5
04.11.2015,5149.75
05.11.2015,5024.5
06.11.2015,4997
09.11.2015,4975.25
10.11.2015,4940.5
11.11.2015,4957.5
12.11.2015,4836.5
13.11.2015,4828.75
16.11.2015,4694
17.11.2015,4697
18.11.2015,4626.25
19.11.2015,4646.5
20.11.2015,4597
23.11.2015,4508.5
24.11.2015,4624.5
25.11.2015,4563.75
26.11.2015,4654
27.11.2015,4592
30.11.2015,4602.25
01.12.2015,4645.75
02.12.2015,4571.5
03.12.2015,4562.5
04.12.2015,4611.5
07.12.2015,4556.75
08.12.2015,4591.75
09.12.2015,4584.5
10.12.2015,4590
11.12.2015,4701
14.12.2015,4663.5
15.12.2015,4564.5
16.12.2015,4612
17.12.2015,4550.5
18.12.2015,4690
21.12.2015,4741
22.12.2015,4665
23.12.2015,4722.5
24.12.2015,4697
29.12.2015,4735.25
30.12.2015,4742.75
31.12.2015,4712.5
04.01.2016,4617.25
05.01.2016,4647.75
06.01.2016,4622.5
07.01.2016,4526.5
08.01.2016,4485.5
11.01.2016,4381.25
12.01.2016,4344.5
13.01.2016,4388.25
14.01.2016,4418.5
15.01.2016,4327.5
18.01.2016,4378
19.01.2016,4409.75
20.01.2016,4360.5
21.01.2016,4436
22.01.2016,4452
25.01.2016,4422.25
26.01.2016,4546.75
27.01.2016,4597.75
28.01.2016,4537.75
29.01.2016,4569
01.02.2016,4569
02.02.2016,4556.5
03.02.2016,4641
04.02.2016,4693.75
05.02.2016,4635.25
08.02.2016,4615.75
09.02.2016,4516.25
10.02.2016,4452
11.02.2016,4454.5
12.02.2016,4507
15.02.2016,4572.5
16.02.2016,4562
17.02.2016,4593.5
18.02.2016,4580.75
19.02.2016,4627.75
22.02.2016,4702
23.02.2016,4651.75
24.02.2016,4650.5
25.02.2016,4610.75
26.02.2016,4716.25
29.02.2016,4705.5
01.03.2016,4727
02.03.2016,4798.5
03.03.2016,4864
04.03.2016,5036.75
07.03.2016,5006.75
08.03.2016,4876.25
09.03.2016,4944
10.03.2016,4900.5
11.03.2016,4986
14.03.2016,4971.5
15.03.2016,4960.5
16.03.2016,4948
17.03.2016,5086
18.03.2016,5059.5
21.03.2016,5079
22.03.2016,5081.5
23.03.2016,4966.5
24.03.2016,4970
29.03.2016,4912.5
30.03.2016,4898
31.03.2016,4872.5
01.04.2016,4855.25
04.04.2016,4777.25
05.04.2016,4791.75
06.04.2016,4804.5
07.04.2016,4665.5
08.04.2016,4664.75
11.04.2016,4679.5
12.04.2016,4788.5
13.04.2016,4849
14.04.2016,4848.75
15.04.2016,4828.5
18.04.2016,4850
19.04.2016,4945.25
20.04.2016,4990.5
21.04.2016,5009.75
22.04.2016,5045.25
25.04.2016,5008.25
26.04.2016,4974
27.04.2016,4915.5
28.04.2016,4957.25
29.04.2016,5064
03.05.2016,4929.25
04.05.2016,4877.5
05.05.2016,4799.25
06.05.2016,4823
09.05.2016,4697.5
10.05.2016,4691.25
11.05.2016,4719.75
12.05.2016,4628
13.05.2016,4636.5
16.05.2016,4649.5
17.05.2016,4659.5
18.05.2016,4619.25
19.05.2016,4587.75
20.05.2016,4584
23.05.2016,4568.5
24.05.2016,4610
25.05.2016,4662.25
26.05.2016,4669.25
27.05.2016,4704.5
31.05.2016,4680.25
01.06.2016,4625
02.06.2016,4614
03.06.2016,4694
06.06.2016,4687.5
07.06.2016,4564
08.06.2016,4570.25
09.06.2016,4502
10.06.2016,4496.5
13.06.2016,4540.5
14.06.2016,4504.75
15.06.2016,4635.25
16.06.2016,4534.5
17.06.2016,4550.5
20.06.2016,4642.75
21.06.2016,4667.25
22.06.2016,4700
23.06.2016,4781
24.06.2016,4695.5
27.06.2016,4704.75
28.06.2016,4814.25
29.06.2016,4834.25
30.06.2016,4841.75
01.07.2016,4903.5
04.07.2016,4883.25
05.07.2016,4802.75
06.07.2016,4736
07.07.2016,4673.5
08.07.2016,4697.75
11.07.2016,4732
12.07.2016,4851
13.07.2016,4919.75
14.07.2016,4922.5
15.07.2016,4900
18.07.2016,4922
19.07.2016,4975
20.07.2016,4959.5
21.07.2016,4970
22.07.2016,4914.5
25.07.2016,4891.75
26.07.2016,4921.5
27.07.2016,4841.5
28.07.2016,4887.75
29.07.2016,4917.25
01.08.2016,4871
02.08.2016,4881.75
03.08.2016,4862.5
04.08.2016,4818
05.08.2016,4779.25
08.08.2016,4801
09.08.2016,4770.25
10.08.2016,4816.25
11.08.2016,4839.5
12.08.2016,4749.25
15.08.2016,4759.75
16.08.2016,4803
17.08.2016,4765
18.08.2016,4799
19.08.2016,4789.25
22.08.2016,4738.5
23.08.2016,4698
24.08.2016,4621
25.08.2016,4617
26.08.2016,4604
30.08.2016,4596
31.08.2016,4607.25
01.09.2016,4620
02.09.2016,4617.25
05.09.2016,4614.25
06.09.2016,4607.5
07.09.2016,4636.75
08.09.2016,4650
09.09.2016,4618.5
12.09.2016,4632.5
13.09.2016,4637
14.09.2016,4757.75
15.09.2016,4765.5
16.09.2016,4772
19.09.2016,4753.25
20.09.2016,4779.75
21.09.2016,4749.75
22.09.2016,4842.75
23.09.2016,4842
26.09.2016,4828.75
27.09.2016,4776.75
28.09.2016,4808
29.09.2016,4830.75
30.09.2016,4853
03.10.2016,4804.75
04.10.2016,4789
05.10.2016,4783.5
06.10.2016,4740.25
07.10.2016,4760.75
10.10.2016,4830.75
11.10.2016,4793.5
12.10.2016,4793.75
13.10.2016,4692.5
14.10.2016,4655.75
17.10.2016,4653.5
18.10.2016,4669.25
19.10.2016,4660
20.10.2016,4641
21.10.2016,4623.5
24.10.2016,4626.75
25.10.2016,4726.25
26.10.2016,4733.75
27.10.2016,4783.25
28.10.2016,4835
31.10.2016,4844.25
01.11.2016,4911.25
02.11.2016,4911.25
03.11.2016,4951
04.11.2016,4980.75
07.11.2016,5084.75
08.11.2016,5222.25
09.11.2016,5400
10.11.2016,5588.5
11.11.2016,5541.25
14.11.2016,5552.5
15.11.2016,5521
16.11.2016,5428.5
17.11.2016,5489.25
18.11.2016,5417.5
21.11.2016,5552
22.11.2016,5604
23.11.2016,5731.5
24.11.2016,5858.5
25.11.2016,5868
28.11.2016,5868.25
29.11.2016,5692
30.11.2016,5814.25
01.12.2016,5783
02.12.2016,5756
05.12.2016,5945
06.12.2016,5876.25
07.12.2016,5778.75
08.12.2016,5778.75
09.12.2016,5821
12.12.2016,5754.5
13.12.2016,5678
14.12.2016,5715.5
15.12.2016,5723.5
16.12.2016,5629.75
19.12.2016,5486.5
20.12.2016,5493.5
21.12.2016,5506.25
22.12.2016,5509.25
23.12.2016,5460.75
28.12.2016,5536.25
29.12.2016,5476
30.12.2016,5526
03.01.2017,5489
04.01.2017,5633.5
05.01.2017,5565.5
06.01.2017,5574.75
09.01.2017,5574.75
10.01.2017,5740
11.01.2017,5693.5
12.01.2017,5814.5
13.01.2017,5884.25
16.01.2017,5843.5
17.01.2017,5740.25
18.01.2017,5753
19.01.2017,5724
20.01.2017,5737
23.01.2017,5782
24.01.2017,5932
25.01.2017,5928.75
26.01.2017,5843.75
27.01.2017,5887.5
30.01.2017,5810.5
31.01.2017,5984.25
01.02.2017,5935
02.02.2017,5872
03.02.2017,5760.25
06.02.2017,5833.75
07.02.2017,5779
08.02.2017,5879.5
09.02.2017,5809.5
10.02.2017,6083
13.02.2017,6103.5
14.02.2017,6009.25
15.02.2017,6056.5
16.02.2017,5989
17.02.2017,5952
20.02.2017,6065.25
21.02.2017,6052
22.02.2017,6031.25
23.02.2017,5848.75
24.02.2017,5918
27.02.2017,5925
28.02.2017,5965
01.03.2017,6006.5
02.03.2017,5920
03.03.2017,5907.75
06.03.2017,5845.75
07.03.2017,5758
08.03.2017,5750.5
09.03.2017,5674
10.03.2017,5717
13.03.2017,5776.5
14.03.2017,5810.25
15.03.2017,5856
16.03.2017,5901.5
17.03.2017,5928
20.03.2017,5869
21.03.2017,5762
22.03.2017,5795
23.03.2017,5811.5
24.03.2017,5791
27.03.2017,5747.5
28.03.2017,5861
29.03.2017,5895.5
30.03.2017,5945
31.03.2017,5824
03.04.2017,5738.25
04.04.2017,5762.25
05.04.2017,5875.25
06.04.2017,5834
07.04.2017,5805.25
10.04.2017,5715.25
11.04.2017,5739.75
12.04.2017,5600.25
13.04.2017,5660
18.04.2017,5553
19.04.2017,5537
20.04.2017,5606.5
21.04.2017,5604.5
24.04.2017,5634.25
25.04.2017,5686
26.04.2017,5696.75
27.04.2017,5674.75
28.04.2017,5715.5
02.05.2017,5775.5
03.05.2017,5574
04.05.2017,5521
05.05.2017,5565.5
08.05.2017,5465.25
09.05.2017,5489.75
10.05.2017,5478.25
11.05.2017,5521.75
12.05.2017,5539
15.05.2017,5593.25
16.05.2017,5598.25
17.05.2017,5600.5
18.05.2017,5572
19.05.2017,5676
22.05.2017,5698
23.05.2017,5705.5
24.05.2017,5673
25.05.2017,5715
26.05.2017,5646
30.05.2017,5640.25
31.05.2017,5665.75
01.06.2017,5683
02.06.2017,5648
05.06.2017,5606.75
06.06.2017,5594.25
07.06.2017,5599.25
08.06.2017,5709.25
09.06.2017,5784
12.06.2017,5748.25
13.06.2017,5690
14.06.2017,5672.25
15.06.2017,5637.75
16.06.2017,5639.75
19.06.2017,5702.75
20.06.2017,5637.5
21.06.2017,5724.5
22.06.2017,5727.5
23.06.2017,5785.5
26.06.2017,5777.75
27.06.2017,5842.25
28.06.2017,5865.5
29.06.2017,5925.25
30.06.2017,5923
03.07.2017,5908.75
04.07.2017,5871.25
05.07.2017,5818
06.07.2017,5828
07.07.2017,5806.5
10.07.2017,5799
11.07.2017,5849.5
12.07.2017,5881
13.07.2017,5854
14.07.2017,5905.25
17.07.2017,5971
18.07.2017,5985.5
19.07.2017,5944
20.07.2017,5937.75
21.07.2017,5983
24.07.2017,6006.75
25.07.2017,6208
26.07.2017,6307.75
27.07.2017,6307.25
28.07.2017,6302.5
31.07.2017,6343.25
01.08.2017,6320.75
02.08.2017,6330.25
03.08.2017,6331.25
04.08.2017,6352.25
07.08.2017,6388.25
08.08.2017,6455.25
09.08.2017,6430.5
10.08.2017,6395.25
11.08.2017,6383.5
14.08.2017,6367.5
15.08.2017,6359
16.08.2017,6512.5
17.08.2017,6470.75
18.08.2017,6466.75
21.08.2017,6564.75
22.08.2017,6559.25
23.08.2017,6544.75
24.08.2017,6667.75
25.08.2017,6647.5
29.08.2017,6772
30.08.2017,6746
31.08.2017,6763.5
01.09.2017,6810
04.09.2017,6891.25
05.09.2017,6873
06.09.2017,6875.5
07.09.2017,6870.75
08.09.2017,6660.25
11.09.2017,6712.25
12.09.2017,6627.25
13.09.2017,6513.75
14.09.2017,6457.25
15.09.2017,6462.5
18.09.2017,6474.75
19.09.2017,6508.75
20.09.2017,6500
21.09.2017,6455
22.09.2017,6430.25
25.09.2017,6418.25
26.09.2017,6370.5
27.09.2017,6405
28.09.2017,6487.5
29.09.2017,6447.25
02.10.2017,6460.75
03.10.2017,6485.25
04.10.2017,6486.25
05.10.2017,6667.75
06.10.2017,6626
09.10.2017,6623
10.10.2017,6712.25
11.10.2017,6760
12.10.2017,6862.5
13.10.2017,6859.5
16.10.2017,7122
17.10.2017,7001
18.10.2017,6964.5
19.10.2017,6946
20.10.2017,6929.5
23.10.2017,6983.75
24.10.2017,7015.75
25.10.2017,6991.25
26.10.2017,6967
27.10.2017,6808.5
30.10.2017,6846.5
31.10.2017,6822.75
01.11.2017,6905.75
02.11.2017,6904
03.11.2017,6870
06.11.2017,6942.5
07.11.2017,6797.25
08.11.2017,6829
09.11.2017,6779
10.11.2017,6754
13.11.2017,6860.75
14.11.2017,6736.5
15.11.2017,6752
16.11.2017,6716
17.11.2017,6756.5
20.11.2017,6808.5
21.11.2017,6888.5
22.11.2017,6933.5
23.11.2017,6945.5
24.11.2017,6986
27.11.2017,6921.5
28.11.2017,6782.75
29.11.2017,6737.5
30.11.2017,6739.5
01.12.2017,6811.75
04.12.2017,6803.75
05.12.2017,6519
06.12.2017,6525.5
07.12.2017,6536.5
08.12.2017,6542.75
11.12.2017,6640.25
12.12.2017,6632
13.12.2017,6696.25
14.12.2017,6762
15.12.2017,6855.25
18.12.2017,6874.25
19.12.2017,6919.75
20.12.2017,7016.75
21.12.2017,7058.5
22.12.2017,7100.5
27.12.2017,7217.75
28.12.2017,7264.75
29.12.2017,7219
02.01.2018,7173.25
03.01.2018,7112.5
04.01.2018,7154.25
05.01.2018,7087
08.01.2018,7087
09.01.2018,7065
10.01.2018,7116.75
11.01.2018,7103.5
12.01.2018,7074.75
15.01.2018,7181.25
16.01.2018,7052.75
17.01.2018,7008.25
18.01.2018,7049.5
19.01.2018,7016.75
22.01.2018,7042.5
23.01.2018,6900.5
24.01.2018,7128
25.01.2018,7115.75
26.01.2018,7059.5
29.01.2018,7056
30.01.2018,7023.5
31.01.2018,7091.25
01.02.2018,7089
02.02.2018,7015.5
05.02.2018,7139.25
06.02.2018,7041.75
07.02.2018,6845
08.02.2018,6811.25
09.02.2018,6719.75
12.02.2018,6795
13.02.2018,6951.25
14.02.2018,7125.75
15.02.2018,7143.75
16.02.2018,7192
19.02.2018,7076.5
20.02.2018,7063.25
21.02.2018,7092.5
22.02.2018,7137
23.02.2018,7069.25
26.02.2018,7083.75
27.02.2018,6993.25
28.02.2018,6903.5
01.03.2018,6894.5
02.03.2018,6871
05.03.2018,6880.75
06.03.2018,6972.25
07.03.2018,6916.75
08.03.2018,6801.75
09.03.2018,6934
12.03.2018,6878
13.03.2018,6913.25
14.03.2018,6953.75
15.03.2018,6884
16.03.2018,6858.25
19.03.2018,6819.5
20.03.2018,6733
21.03.2018,6772.5
22.03.2018,6671.5
23.03.2018,6637.75
26.03.2018,6576.5
27.03.2018,6623.5
28.03.2018,6641.5
29.03.2018,6690.25
03.04.2018,6772.25
04.04.2018,6699.75
05.04.2018,6789.25
06.04.2018,6738
09.04.2018,6797.75
10.04.2018,6914.75
11.04.2018,6918.25
12.04.2018,6789.25
13.04.2018,6797.25
16.04.2018,6876.25
17.04.2018,6850
18.04.2018,6998.25
19.04.2018,6960.5
20.04.2018,6968.5
23.04.2018,6916.5
24.04.2018,6986.5
25.04.2018,6984.75
26.04.2018,6940.5
27.04.2018,6769.25
30.04.2018,6779
01.05.2018,6716.25
02.05.2018,6792.5
03.05.2018,6796.25
04.05.2018,6794.5
08.05.2018,6712.25
09.05.2018,6778
10.05.2018,6885.5
11.05.2018,6909.25
14.05.2018,6856.25
15.05.2018,6786
16.05.2018,6808
17.05.2018,6864
18.05.2018,6837.25
21.05.2018,6858.25
22.05.2018,6963.5
23.05.2018,6853
24.05.2018,6866
25.05.2018,6872.25
29.05.2018,6852
30.05.2018,6836.5
31.05.2018,6847.5
01.06.2018,6888.75
04.06.2018,6978.75
05.06.2018,7100.75
06.06.2018,7216.25
07.06.2018,7334
08.06.2018,7326.5
11.06.2018,7259
12.06.2018,7213.5
13.06.2018,7255.25
14.06.2018,7174.5
15.06.2018,7019.5
18.06.2018,6971
19.06.2018,6838.5
20.06.2018,6774.75
21.06.2018,6797.5
22.06.2018,6798.5
25.06.2018,6760
26.06.2018,6727.5
27.06.2018,6706.5
28.06.2018,6640.5
29.06.2018,6638
02.07.2018,6536
03.07.2018,6498.25
04.07.2018,6396.75
05.07.2018,6349.5
06.07.2018,6284
09.07.2018,6388.5
10.07.2018,6326.5
11.07.2018,6135
12.07.2018,6211.75
13.07.2018,6217.5
16.07.2018,6165
17.07.2018,6134
18.07.2018,6140.5
19.07.2018,6053.5
20.07.2018,6137.5
23.07.2018,6114.75
24.07.2018,6280.75
25.07.2018,6275
26.07.2018,6276.5
27.07.2018,6285.25
30.07.2018,6234
31.07.2018,6287.75
01.08.2018,6155
02.08.2018,6118.5
03.08.2018,6185.25
06.08.2018,6110
07.08.2018,6149.25
08.08.2018,6148.5
09.08.2018,6200.25
10.08.2018,6161.25
13.08.2018,6123.25
14.08.2018,6028.5
15.08.2018,5785
16.08.2018,5924
17.08.2018,5911.5
20.08.2018,5981.5
21.08.2018,6035
22.08.2018,5997
23.08.2018,5979
24.08.2018,6102
28.08.2018,6143.5
29.08.2018,6081
30.08.2018,6066.5
31.08.2018,5974
03.09.2018,5957
04.09.2018,5806
05.09.2018,5862.75
06.09.2018,5911
07.09.2018,5919.5
10.09.2018,5896.5
11.09.2018,5847.25
12.09.2018,5984
13.09.2018,6014.5
14.09.2018,5951
17.09.2018,5920
18.09.2018,6077.5
19.09.2018,6110
20.09.2018,6078
21.09.2018,6373.5
24.09.2018,6355.5
25.09.2018,6319.75
26.09.2018,6278
27.09.2018,6185
28.09.2018,6260.5
01.10.2018,6255.5
02.10.2018,6291
03.10.2018,6266.5
04.10.2018,6291
05.10.2018,6171
08.10.2018,6178.25
09.10.2018,6303.5
10.10.2018,6254.5
11.10.2018,6259.25
12.10.2018,6318.5
15.10.2018,6303
16.10.2018,6212.25
17.10.2018,6222
18.10.2018,6160.5
19.10.2018,6229
22.10.2018,6247.75
23.10.2018,6198.5
24.10.2018,6186
25.10.2018,6238
26.10.2018,6179
29.10.2018,6172.5
30.10.2018,6051.5
31.10.2018,6006.5
01.11.2018,6102
02.11.2018,6299
05.11.2018,6202.5
06.11.2018,6177
07.11.2018,6166
08.11.2018,6170.5
09.11.2018,6075.5
12.11.2018,6071.25
13.11.2018,6091.5
14.11.2018,6110
15.11.2018,6199
16.11.2018,6224
19.11.2018,6292.5
20.11.2018,6198
21.11.2018,6256
22.11.2018,6275.25
23.11.2018,6227.25
26.11.2018,6212
27.11.2018,6146.25
28.11.2018,6229
29.11.2018,6241.5
30.11.2018,6227
03.12.2018,6320.5
04.12.2018,6220.5
05.12.2018,6184.5
06.12.2018,6086.5
07.12.2018,6157
10.12.2018,6095
11.12.2018,6175.5
12.12.2018,6148.25
13.12.2018,6159.5
14.12.2018,6128.75
17.12.2018,6095.5
18.12.2018,5958.75
19.12.2018,6007.5
20.12.2018,5992.5
21.12.2018,5982.5
24.12.2018,5946.25
27.12.2018,5980
28.12.2018,5995.5
31.12.2018,5960.5
02.01.2019,5830.5
03.01.2019,5723.25
04.01.2019,5905.75
07.01.2019,5912
08.01.2019,5892
09.01.2019,5940.75
10.01.2019,5908.25
11.01.2019,5920.75
14.01.2019,5867
15.01.2019,5907
16.01.2019,5959.25
17.01.2019,5981.75
18.01.2019,6046
21.01.2019,5969
22.01.2019,5921.5
23.01.2019,5935.75
24.01.2019,5905
25.01.2019,6045.5
28.01.2019,5988.5
29.01.2019,6040.5
30.01.2019,6127.25
31.01.2019,6159.25
01.02.2019,6125.75
04.02.2019,6157.5
05.02.2019,6223.5
06.02.2019,6269
07.02.2019,6234
08.02.2019,6196.25
11.02.2019,6139.25
12.02.2019,6094.75
13.02.2019,6123.5
14.02.2019,6137.25
15.02.2019,6193
18.02.2019,6333
19.02.2019,6331
20.02.2019,6423
21.02.2019,6396.5
22.02.2019,6504
25.02.2019,6502.5
26.02.2019,6511.5
27.02.2019,6531
28.02.2019,6530.5
01.03.2019,6502
04.03.2019,6432
05.03.2019,6506
06.03.2019,6481.5
07.03.2019,6442
08.03.2019,6412
11.03.2019,6427
12.03.2019,6493
13.03.2019,6497.5
14.03.2019,6417.5
15.03.2019,6446.5
18.03.2019,6458
19.03.2019,6458
20.03.2019,6463.5
21.03.2019,6423
22.03.2019,6310.5
25.03.2019,6336
26.03.2019,6335.5
27.03.2019,6337
28.03.2019,6365
29.03.2019,6488.5
01.04.2019,6468
02.04.2019,6419.5
03.04.2019,6489.5
04.04.2019,6443.75
05.04.2019,6392.25
08.04.2019,6465.75
09.04.2019,6481.25
10.04.2019,6452.5
11.04.2019,6391.5
12.04.2019,6464.5
15.04.2019,6452
16.04.2019,6483.5
17.04.2019,6545.75
18.04.2019,6467.75
23.04.2019,6399.25
24.04.2019,6446.75
25.04.2019,6359.5
26.04.2019,6396.75
29.04.2019,6391.5
30.04.2019,6412.75
01.05.2019,6223.25
02.05.2019,6156
03.05.2019,6227.25
07.05.2019,6166.75
08.05.2019,6131.75
09.05.2019,6090
10.05.2019,6109
13.05.2019,5986.5
14.05.2019,6014.5
15.05.2019,6074.25
16.05.2019,6089
17.05.2019,6046
20.05.2019,6017.25
21.05.2019,5983
22.05.2019,5915
23.05.2019,5913.5
24.05.2019,5944
28.05.2019,5952
29.05.2019,5870.5
30.05.2019,5836
31.05.2019,5820
03.06.2019,5828
04.06.2019,5865.25
05.06.2019,5794
06.06.2019,5797.75
07.06.2019,5784.25
10.06.2019,5864.25
11.06.2019,5860.5
12.06.2019,5828
13.06.2019,5832.5
14.06.2019,5798.5
17.06.2019,5818
18.06.2019,5943
19.06.2019,5914
20.06.2019,5971.5
21.06.2019,5967.5
24.06.2019,5953.75
25.06.2019,6039.5
26.06.2019,5985
27.06.2019,5985.5
28.06.2019,5992
01.07.2019,5947.75
02.07.2019,5878
03.07.2019,5917.25
04.07.2019,5915.5
05.07.2019,5896.25
08.07.2019,5879.25
09.07.2019,5814
10.07.2019,5933
11.07.2019,5949.75
12.07.2019,5929.5
15.07.2019,5976
16.07.2019,6003
17.07.2019,5973
18.07.2019,5977
19.07.2019,6060.25
22.07.2019,6009
23.07.2019,5960.5
24.07.2019,5992.75
25.07.2019,5999
26.07.2019,5954
29.07.2019,6011
30.07.2019,5939
31.07.2019,5916.25
01.08.2019,5887
02.08.2019,5715.25
05.08.2019,5669.75
06.08.2019,5667.25
07.08.2019,5690
08.08.2019,5783.25
09.08.2019,5739.5
12.08.2019,5722.25
13.08.2019,5809
14.08.2019,5743.25
15.08.2019,5728.75
16.08.2019,5720.25
19.08.2019,5745.5
20.08.2019,5699.75
21.08.2019,5724.25
22.08.2019,5675
23.08.2019,5626
27.08.2019,5674.75
28.08.2019,5686
29.08.2019,5722.75
30.08.2019,5668.25
02.09.2019,5605
03.09.2019,5595.5
04.09.2019,5735.25
05.09.2019,5833
06.09.2019,5817.25
09.09.2019,5797
10.09.2019,5802.5
11.09.2019,5744.75
12.09.2019,5805.25
13.09.2019,5950.25
16.09.2019,5844
17.09.2019,5806.5
18.09.2019,5799.5
19.09.2019,5776.5
20.09.2019,5786
23.09.2019,5764.75
24.09.2019,5767.75
25.09.2019,5771
26.09.2019,5705
27.09.2019,5748.75
30.09.2019,5706.25
01.10.2019,5665.25
02.10.2019,5653.75
03.10.2019,5636.25
04.10.2019,5615
07.10.2019,5691.5
08.10.2019,5646.75
09.10.2019,5656
10.10.2019,5750.25
11.10.2019,5764.5
14.10.2019,5786.25
15.10.2019,5758.25
16.10.2019,5716.75
17.10.2019,5726.5
18.10.2019,5794.75
21.10.2019,5815.25
22.10.2019,5803
23.10.2019,5870
24.10.2019,5870
25.10.2019,5913.5
28.10.2019,5894.25
29.10.2019,5914.25
30.10.2019,5891.75
31.10.2019,5778
01.11.2019,5834.25
04.11.2019,5861.25
05.11.2019,5923
06.11.2019,5897.5
07.11.2019,5972
08.11.2019,5917.25
11.11.2019,5865.25
12.11.2019,5849
13.11.2019,5814.5
14.11.2019,5789.25
15.11.2019,5826.25
18.11.2019,5815
19.11.2019,5865.25
20.11.2019,5870
21.11.2019,5823.25
22.11.2019,5850.5
25.11.2019,5863.25
26.11.2019,5917.75
27.11.2019,5937.5
28.11.2019,5881.25
29.11.2019,5853.25
02.12.2019,5871
03.12.2019,5798.25
04.12.2019,5866
05.12.2019,5866
06.12.2019,5968
09.12.2019,6052.25
10.12.2019,6075
11.12.2019,6131
12.12.2019,6131.75
13.12.2019,6106.75
16.12.2019,6193
17.12.2019,6184.5
18.12.2019,6159.75
19.12.2019,6204.5
20.12.2019,6164
23.12.2019,6177
24.12.2019,6202.25
27.12.2019,6200.5
30.12.2019,6206
31.12.2019,6158.5
02.01.2020,6170.25
03.01.2020,6109.75
06.01.2020,6120.5
07.01.2020,6132.5
08.01.2020,6157
09.01.2020,6154
10.01.2020,6173
13.01.2020,6265.25
14.01.2020,6288
15.01.2020,6272.5
16.01.2020,6267.5
17.01.2020,6263.25
20.01.2020,6248.25
21.01.2020,6146
22.01.2020,6091.75
23.01.2020,5971
24.01.2020,5914.25
27.01.2020,5730
28.01.2020,5689.5
29.01.2020,5626.25
30.01.2020,5576.75
31.01.2020,5556.75
03.02.2020,5508
04.02.2020,5600.5
05.02.2020,5708.5
06.02.2020,5724.25
07.02.2020,5649.75
10.02.2020,5655.5
11.02.2020,5733.25
12.02.2020,5750
13.02.2020,5772.75
14.02.2020,5751.25
17.02.2020,5796.75
18.02.2020,5761.25
19.02.2020,5760.25
20.02.2020,5719.5
21.02.2020,5757.75
24.02.2020,5677.75
25.02.2020,5674.75
26.02.2020,5659.25
27.02.2020,5609.75
28.02.2020,5629
02.03.2020,5692
03.03.2020,5656.25
04.03.2020,5672
05.03.2020,5660.75
06.03.2020,5594
09.03.2020,5526
10.03.2020,5559.25
11.03.2020,5522.75
12.03.2020,5425.25
13.03.2020,5448.25
16.03.2020,5276
17.03.2020,5132.5
18.03.2020,4731.5
19.03.2020,4814.25
20.03.2020,4802.25
23.03.2020,4621.75
24.03.2020,4808.5
25.03.2020,4848.15
26.03.2020,4794.75
27.03.2020,4784.5
30.03.2020,4762.5
31.03.2020,4943.25
01.04.2020,4791.25
02.04.2020,4884.5
03.04.2020,4827.75
06.04.2020,4872.5
07.04.2020,5022.25
08.04.2020,4979
09.04.2020,4993
14.04.2020,5150
15.04.2020,5098.25
16.04.2020,5129.25
17.04.2020,5200.5
20.04.2020,5167.75
21.04.2020,5009.5
22.04.2020,5117
23.04.2020,5143.5
24.04.2020,5125.99
27.04.2020,5181.25
28.04.2020,5206
29.04.2020,5243.25
30.04.2020,5170.25
01.05.2020,5090.5
04.05.2020,5103.25
05.05.2020,5136.5
06.05.2020,5173.75
07.05.2020,5248.5
11.05.2020,5228.75
12.05.2020,5231
13.05.2020,5194.25
14.05.2020,5174
15.05.2020,5156.25
18.05.2020,5292
19.05.2020,5340
20.05.2020,5430.75
21.05.2020,5376.25
22.05.2020,5272.8
26.05.2020,5341
27.05.2020,5238.5
28.05.2020,5313.75
29.05.2020,5358.75
01.06.2020,5463.5
02.06.2020,5508.75
03.06.2020,5503.25
04.06.2020,5514.25
05.06.2020,5671.85
08.06.2020,5681
09.06.2020,5755.25
10.06.2020,5887.25
11.06.2020,5742.5
12.06.2020,5761.75
